Brand,Chipset Manufacturer:,Model,VRAM,Description,Boost Clock,Cuda Cores,Shader Clock,Effective Memory Clock,Stream Processors,Direct X,HDMI,Model Number,D-Sub,Display Port,OpenGl,Dvi:,PixelPipelines,Slot Width,Max Resolution:,Cooler,Low Profile,release_date,code_name,manufacturer_tech,bus_interface,vram,core_frequency,vram_frequency,shader_frequency,core_config,purpose,open_gl,thermal_design_power,m_operations_s,g_pixels_s,m_texals_s,m_vertices_,v_ram_bandwidth,v_ram_bus_type,v_ram_bus_width,directx,
NVIDIA,NVIDIA,GTX 750 Ti,2048,EVGA NVIDIA GeForce GTX 750 Ti 2GB GDDR5 DVI/HDMI/DisplayPort pci-e Video,,,,,,,,NV808028,,,,,,,4096; 2160,With Fan,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
ASUS,NVIDIA,GTX 750 Ti,2048,ASUS STRIX-GTX750TIOC2GD5 GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,1202MHz,,,,,,,STRIX-GTX750TIOC2GD5,,,,,,Dual Slot,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
MSI,NVIDIA,GTX 750 Ti,2048,MSI N750TI-2GD5/OC G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card,,640,640,,,DirectX 11.2,,N750TI-2GD5/OC,,,OpenGL 4.4,,,,,,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750 Ti,2048,NVIDIA GeForce GTX 750 Ti OC 2GB GDDR5 VGA/2DVI/HDMI PCI-Express Video Card,,,,,,,,NV808026,,,,,,,,With Fan,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
NVIDIA,NVIDIA,GTX 750 Ti,2048,NVIDIA GeForce GT 750 Ti OC 2GB GDDR5 DisplayPort/DVI/HDMI pci-e Video,,,,,,,,NV808024,,,,,,,,With Fan,,2/1/14,GM107-400-A2,28,PCIe 3.0 x16,2048,1020,1350,,,desktop,4.5,60,,16.3,40.8,,88,GDDR5,128,11.2,
EVGA,NVIDIA,GTX 760,2048,EVGA 02G-P4-2761-KR G-SYNC Support GeForce GTX 760 2GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Card,1033 MHz,1152,,,,,,02G-P4-2761-KR,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
ZOTAC,NVIDIA,GTX 760,2048,ZOTAC ZT-70401-10P G-SYNC Support GeForce GTX 760 2GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Card,1059 MHz,1152,,,,,,ZT-70401-10P,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
ZOTAC,NVIDIA,GTX 760,2048,HOT New ZOTAC NVIDIA GeForce GTX 760 2DVI-HDMI-DisplayPort pci-e Video 2GB GDDR5,1059MHz,1152,,,,,,0082e70A645,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
ZOTAC,NVIDIA,GTX 760,2048,ZOTAC NVIDIA GeForce GTX 760 2DVI-HDMI-DisplayPort pci-e Video 2GB GDDR5,1059MHz,1152,,,,,,N82S16017538356,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
ASUS,NVIDIA,GTX 760,4096,ASUS ROG MARS760-4GD5 G-SYNC Support GeForce GTX 760x2 4GB 512-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1072MHz,2304,,,,,,MARS760-4GD5,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
ASUS,NVIDIA,GTX 760,4096,Open Box: ASUS ROG MARS760-4GD5 G-SYNC Support GeForce GTX 760x2 4GB 512-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1072MHz,2304,,,,,,MARS760-4GD5,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
ASUS,NVIDIA,GTX 760,2048,ASUS GTX760-DC2OC-2GD5 G-SYNC Support GeForce GTX 760 2GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,1072MHz,1152,,,,,,GTX760-DC2OC-2GD5,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
EVGA,NVIDIA,GTX 760,2048,EVGA SuperClocked 02G-P4-2762-KR G-SYNC Support GeForce GTX 760 2GB 256-bit GDDR5 PCI Express 3.0 SLI Support Video Card,1137 MHz,1152,,,,,,02G-P4-2762-KR,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
EVGA,NVIDIA,GTX 760,2048,EVGA SuperClocked 02G-P4-2765-KR G-SYNC Support GeForce GTX 760 2GB 256-bit GDDR5 PCI Express 3.0 SLI Support w/ EVGA ACX Cooler Video Card,1137 MHz,1152,,,,,,02G-P4-2765-KR,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
EVGA,NVIDIA,GTX 760,2048,EVGA 02G-P4-3765-KR G-SYNC Support GeForce GTX 760 2GB 256-bit GDDR5 PCI Express 3.0 SLI Support Dual Superclocked w/ EVGA ACX Cooler Video Card,1137MHz,1152,,,,,,02G-P4-3765-KR,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
GIGABYTE,NVIDIA,GTX 760,2048,GIGABYTE GV-N760OC-2GD REV2.0 G-SYNC Support GeForce GTX 760 2GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready WindForce 3X 450W Video Card,1150MHz,1152,,,,,,GV-N760OC-2GD REV2.0,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
EVGA,NVIDIA,GTX 760,4096,EVGA 04G-P4-2768-KR G-SYNC Support GeForce GTX 760 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support SC 4GB w/ EVGA ACX Cooler Video Card,1150MHz,1152,,,,,,04G-P4-2768-KR,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
GIGABYTE,NVIDIA,GTX 760,4096,GIGABYTE GV-N760OC-4GD REV2.0 GeForce GTX 760 4GB 256-Bit GDDR5 PCI Express 3.0 ATX Gaming Graphics Card,1150MHz,1152,,,,,,GV-N760OC-4GD REV2.0,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
ZOTAC,NVIDIA,GTX 760,2048,ZOTAC AMP! SUPERCLOCKED ZT-70402-10P G-SYNC Support GeForce GTX 760 2GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1176MHz,1152,,,,,,ZT-70402-10P,,,,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
PNY Technologies Inc.,NVIDIA,GTX 760,2048,PNY VCGGTX7602XPB-OC G-SYNC Support GeForce GTX 760 2GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Card,,,,,,DirectX 11.1(feature level 11_0),,VCGGTX7602XPB-OC,,,,,,Dual Slot,4096 x 2160,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
PNY Technologies Inc.,NVIDIA,GTX 760,2048,New PNY NVIDIA GeForce GTX 760 2GB GDDR5 2DVI-HDMI-DisplayPort pci-e Video Graphics Card(SaveMart),,,6008,6008MHz,,DirectX 11,,JTIFS02,,,OpenGL 4.3,,,,,,,6/1/13,GK104-225-A2,28,PCIe 3.0 x16,2048,980,1502,,,desktop,4.5,170,,31.4,94,,192.3,GDDR5,256,11,
PNY Technologies Inc.,NVIDIA,GTX 770,2048,PNY VCGGTX7702XPB G-SYNC Support GeForce GTX 770 2GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,1085MHz,1536,,,,,,VCGGTX7702XPB,,,,,,,,,,5/1/13,GK104-425-A2,28,PCIe 3.0 x16,2048,1046,1753,,,desktop,4.5,230,,33.5,134,,224,GDDR5,256,11,
ASUS,NVIDIA,GTX 770,2048,ASUS GTX770-DC2OC-2GD5 G-SYNC Support GeForce GTX 770 2GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1110MHz,1536,,,,,,GTX770-DC2OC-2GD5,,,,,,,,,,5/1/13,GK104-425-A2,28,PCIe 3.0 x16,2048,1046,1753,,,desktop,4.5,230,,33.5,134,,224,GDDR5,256,11,
ZOTAC,NVIDIA,GTX 770,2048,New ZOTAC Video Card NVIDIA GeForce GTX 770 2GB GDDR5 2DVI/HDMI/DisplayPort pci-e (SaveMart),1111 MHz,1536,,,,,,JMOOH02,,,,,,,,,,5/1/13,GK104-425-A2,28,PCIe 3.0 x16,2048,1046,1753,,,desktop,4.5,230,,33.5,134,,224,GDDR5,256,11,
ZOTAC,NVIDIA,GTX 770,2048,New ZOTAC  Video Card NVIDIA GeForce GTX 770 AMP! Edition 2 GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express 2GB(SaveMart),1202 MHz,1536,,,,,,JCHKH01,,,,,,,,,,5/1/13,GK104-425-A2,28,PCIe 3.0 x16,2048,1046,1753,,,desktop,4.5,230,,33.5,134,,224,GDDR5,256,11,
ZOTAC,NVIDIA,GTX 770,2048,ZOTAC AMP! SUPERCLOCKED ZT-70303-10P G-SYNC Support GeForce GTX 770 2GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1202MHz,1536,,,,,,ZT-70303-10P,,,,,,,,,,5/1/13,GK104-425-A2,28,PCIe 3.0 x16,2048,1046,1753,,,desktop,4.5,230,,33.5,134,,224,GDDR5,256,11,
PNY Technologies Inc.,NVIDIA,GTX 780,3072,PNY VCGGTX7803XPB-OC G-SYNC Support GeForce GTX 780 3GB 384-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,1059MHz,2304,,,,,,VCGGTX7803XPB-OC,,,,,,,,,,5/1/13,GK110-300-A1,28,PCIe 3.0 x16,3072,863,1502,,,desktop,4.5,250,,41.4,160.5,,288.4,GDDR5,384,11,
ZOTAC,NVIDIA,GTX 780,3072,ZOTAC AMP! SUPERCLOCKED ZT-70203-10P G-SYNC Support GeForce GTX 780 3GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1059MHz,2304,,,,,,ZT-70203-10P,,,,,,,,,,5/1/13,GK110-300-A1,28,PCIe 3.0 x16,3072,863,1502,,,desktop,4.5,250,,41.4,160.5,,288.4,GDDR5,384,11,
ASUS,NVIDIA,GTX 780,3072,ASUS GTX780-DC2OC-3GD5 G-SYNC Support GeForce GTX 780 3GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,941MHz,2304,,,,,,GTX780-DC2OC-3GD5,,,,,,,,,,5/1/13,GK110-300-A1,28,PCIe 3.0 x16,3072,863,1502,,,desktop,4.5,250,,41.4,160.5,,288.4,GDDR5,384,11,
ZOTAC,NVIDIA,GTX 780 Ti,3072,ZOTAC ZT-70506-10P G-SYNC Support GeForce GTX 780 Ti OC 3GB 384-bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,1006MHz,2880,,,,,,ZT-70506-10P,,,,,,,,,,11/1/13,GK110-425-B1,28,PCIe 3.0 x16,3072,875,1750,,,desktop,4.5,250,,42,210.2,,336.4,GDDR5,384,11,
PNY Technologies Inc.,NVIDIA,GTX 780 Ti,3072,PNY VCGGTX780T3XPB-OC G-SYNC Support GeForce GTX 780 Ti 3GB 384-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,1046MHz,2880,,,,,,VCGGTX780T3XPB-OC,,,,,,,,,,11/1/13,GK110-425-B1,28,PCIe 3.0 x16,3072,875,1750,,,desktop,4.5,250,,42,210.2,,336.4,GDDR5,384,11,
PNY Technologies Inc.,NVIDIA,GTX 780 Ti,3072,PNY VCGGTX780T3XPB-CC-OC G-SYNC Support GeForce GTX 780 Ti 3GB 384-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card XLR8 Enthusiast Edition,1046MHz,2880,,,,,,VCGGTX780T3XPB-CC-OC,,,,,,,,,,11/1/13,GK110-425-B1,28,PCIe 3.0 x16,3072,875,1750,,,desktop,4.5,250,,42,210.2,,336.4,GDDR5,384,11,
GIGABYTE,NVIDIA,GTX 780 Ti,3072,GIGABYTE GV-N78TOC-3GD G-SYNC Support GeForce GTX 780 Ti 3GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,1085MHz,2880,,,,,,GV-N78TOC-3GD,,,,,,,,,,11/1/13,GK110-425-B1,28,PCIe 3.0 x16,3072,875,1750,,,desktop,4.5,250,,42,210.2,,336.4,GDDR5,384,11,
GIGABYTE,NVIDIA,GTX 780 Ti,3072,GIGABYTE GV-N78TGHZ-3GD G-SYNC Support GeForce GTX 780 Ti 3GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,1150MHz,2880,,,,,,GV-N78TGHZ-3GD,,,,,,,,,,11/1/13,GK110-425-B1,28,PCIe 3.0 x16,3072,875,1750,,,desktop,4.5,250,,42,210.2,,336.4,GDDR5,384,11,
PNY Technologies Inc.,NVIDIA,GTX 780 Ti,3072,PNY VCGGTX780T3XPB-CC G-SYNC Support GeForce GTX 780 Ti 3GB 384-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card XLR8 Enthusiast Edition,928MHz,2880,,,,,,VCGGTX780T3XPB-CC,,,,,,,,,,11/1/13,GK110-425-B1,28,PCIe 3.0 x16,3072,875,1750,,,desktop,4.5,250,,42,210.2,,336.4,GDDR5,384,11,
MSI,NVIDIA,GTX 960,2048,MSI GTX 960 2GD5T OC GeForce GTX 960 2GB 128-Bit GDDR5 HDCP Ready SLI Support ATX Video Card,1241MHz,,,,1024 Stream Processors,,,GTX 960 2GD5T OC,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
MSI,NVIDIA,GTX 960,2048,MSI GTX 960 GAMING 2G GeForce GTX 960 2GB 128-Bit GDDR5 HDCP Ready SLI Support ATX Video Card,1304MHz (OC Mode) 1253MHz (Gaming Mode) 1178MHz (Silent Mode),,,,1024 Stream Processors,,,GTX 960 GAMING 2G,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
EVGA,NVIDIA,GTX 960,2048,EVGA  02G-P4-2963-KR  GeForce GTX 960  2GB  128-Bit  GDDR5  PCI Express 3.0  HDCP Ready SLI Support ACX 2.0+ Video Card,1178 MHz,1024,,,,,,02G-P4-2963-KR,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
GIGABYTE,NVIDIA,GTX 960,2048,GIGABYTE GV-N960IXOC-2GD GeForce GTX 960 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready ATX Video Card,1228MHz,1024,,,,,,GV-N960IXOC-2GD,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
ZOTAC,NVIDIA,GTX 960,2048,ZOTAC ZT-90301-10M GeForce GTX 960 2GB 128-Bit DDR5 HDCP Ready SLI Support Video Card,1240MHz,1024,,,,,,ZT-90301-10M,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
ASUS,NVIDIA,GTX 960,2048,ASUS GTX960-MOC-2GD5 GeForce GTX 960 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,1253MHz,1024,,,,,,GTX960-MOC-2GD5,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
EVGA,NVIDIA,GTX 960,2048,EVGA 02G-P4-2962-KR GeForce GTX 960 Superclocked 2GB GDDR5 128bit PCI Express 3.0 2 x Dual-Link DVI-I DP HDMI SLI HDCP G-SYNC Ready Graphics Card,1279 MHz,1024,,,,,,02G-P4-2962-KR,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
GIGABYTE,NVIDIA,GTX 960,2048,GIGABYTE GV-N960WF2OC-2GD GeForce GTX 960 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready ATX Video Card,1279MHz,1024,,,,,,GV-N960WF2OC-2GD,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
GIGABYTE,NVIDIA,GTX 960,2048,GIGABYTE GV-N960G1 GAMING-2GD GeForce GTX 960 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX Video Card,1304MHz,1024,,,,,,GV-N960G1 GAMING-2GD,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
MSI,NVIDIA,GTX 960,2048,MSI GTX 960 GAMING 100ME GeForce GTX 960 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,1304MHz (OC Mode) 1253MHz (Gaming Mode) 1178MHz (Silent Mode),1024,,,,,,GTX 960 GAMING 100ME,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
ZOTAC,NVIDIA,GTX 960,2048,ZOTAC ZT-90303-10M GeForce GTX 960 2GB AMP edition 128-Bit DDR5 HDCP Ready SLI Support Video Card,1329MHz,1024,,,,,,ZT-90303-10M,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
EVGA,NVIDIA,GTX 960,4096,EVGA 04G-P4-3966-KR GeForce GTX 960 4GB 128-Bit GDDR5 PCI Express 3.0 x16 SLI Support SuperSC ACX 2.0+ Video Card,1342 MHz,1024,,,,,,04G-P4-3966-KR,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
ASUS,NVIDIA,GTX 960,2048,ASUS  STRIX-GTX960-DC2OC-2GD5  GeForce GTX 960  2GB  128-Bit  GDDR5  PCI Express 3.0  HDCP Ready Video Card,OC Mode: 1317 MHz Gaming Mode: 1291 MHz,1024,,,,,,STRIX-GTX960-DC2OC-2GD5,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
ASUS,NVIDIA,GTX 960,2048,PNY  VCGGTX9602XPB  GeForce GTX 960  2GB  128-Bit  GDDR5  PCI Express 3.0 x16  XLR8 Graphics Card,,,,,,,,VCGGTX9602XPB,,,,,,Single Slot,2048; 2560,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
ZOTAC,NVIDIA,GTX 960,2048,New ZOTAC NVIDIA GeForce GTX 960 AMP! Edition 2GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express Video Card(SaveMart),1329 MHz,,,,,DirectX 12,,JTISS04,,,,,,,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
EVGA,NVIDIA,GTX 960,2048,EVGA 02G-P4-2966-KR GeForce GTX 960 Gaming 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support SuperSC ACX 2.0+ Video Card,,,,,,DirectX 12,,02G-P4-2966-KR,,,,,,Dual Slot,Analog: 2048 x 1536 Digital: 4096 x 2160,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
PNY Technologies Inc.,NVIDIA,GTX 960,2048,PNY  VCGGTX9602XPB  GeForce GTX 960  2GB  128-Bit  GDDR5  PCI Express 3.0 x16  XLR8 Graphics Card,1178MHz,,,,,DirectX 11,,VCGGTX9602XPB,,,,,,Dual Slot,,,,1/1/15,GM206,28,PCIe 3.0 x16,2048,1127,1753,,,desktop,4.5,120,,36.1,72.1,,112,GDDR5,128,12,
EVGA,NVIDIA,GTX 970,4096,EVGA 04G-P4-3975-KR GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Graphics Card,1342 MHz,,,,1664 Stream Processors,,,04G-P4-3975-KR,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
ZOTAC,NVIDIA,GTX 970,4096,ZOTAC  ZT-90107-10P  GeForce GTX 970  4GB  256-Bit  GDDR5  PCI Express 3.0 x16  SLI Support AMP! Extreme Core Edition Video Card,1380 MHz,,,,1664 Stream Processors,,,ZT-90107-10P,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
Sapphire Tech,AMD,GTX 970,2048,SAPPHIRE DUAL-X 100314-4L Radeon HD 6970 2GB 256-Bit GDDR5 PCI Express 2.0 x16 Video Card,,,,4500MHz,1536 Stream Processors,,,100314-4L,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
PNY Technologies Inc.,NVIDIA,GTX 970,4096,New PNY Video Card NVIDIA GeForce GTX 970 4 GB GDDR5 DVI/Mini HDMI/3Mini DisplayPort PCI-Express 4GB(SaveMart),1178 MHz,1664,,,,,,JMIJS01,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
ZOTAC,NVIDIA,GTX 970,4096,ZOTAC ZT-90101-10P GeForce GTX 970 4GB 256-Bit DDR5 PCI Express 3.0 x16 HDCP Ready SLI Support G-SYNC Support  Video Card,1216 MHz,1664,,,,,,ZT-90101-10P,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
GIGABYTE,NVIDIA,GTX 970,4096,GIGABYTE GV-N970IXOC-4GD GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,1216MHz,1664,,,,,,GV-N970IXOC-4GD,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
ASUS,NVIDIA,GTX 970,4096,ASUS GTX970-DCMOC-4GD5 GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,1228 MHz,1664,,,,,,GTX970-DCMOC-4GD5,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
MSI,NVIDIA,GTX 970,4096,MSI GTX 970 4GD5T OC GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support G-SYNC Support Video Card,1241 MHz,1664,,,,,,GTX 970 4GD5T OC,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
GIGABYTE,NVIDIA,GTX 970,4096,GIGABYTE GV-N970WF3OC-4GD GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready G-SYNC Support Video Card,1253 MHz,,,6000 MHz,,,,GV-N970WF3OC-4GD,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
MSI,NVIDIA,GTX 970,4096,MSI GTX 970 GAMING 4G GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support G-SYNC Support Video Card,1279 MHz,1664,,,,,,GTX 970 GAMING 4G,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
MSI,NVIDIA,GTX 970,4096,MSI  GTX 970 GAMING 100ME  GeForce GTX 970  4GB  256-Bit  GDDR5  PCI Express 3.0 x16  HDCP Ready SLI Support ATX  Video Card,1279MHz,1664,,,,,,GTX 970 GAMING 100ME,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
EVGA,NVIDIA,GTX 970,4096,EVGA 04G-P4-1972-KR GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Superclocked G-SYNC Support Video Card,1279MHz,1664,,,,,,04G-P4-1972-KR,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
ZOTAC,NVIDIA,GTX 970,4096,ZOTAC  ZT-90106-10P  GeForce GTX 970  4GB  256-Bit  GDDR5  PCI Express  SLI Support AMP! Omega Core Edition Video Card,1304MHz,1664,,,,,,ZT-90106-10P,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
EVGA,NVIDIA,GTX 970,4096,EVGA 04G-P4-2974-KR GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Superclocked ACX 2.0 Video Card,1317 MHz,1664,,,,,,04G-P4-2974-KR,,,,,,,,,,9/1/14,GM204-200,28,PCIe 3.0 x16,3584,1050,1753,,,desktop,4.5,145,,58.8,109.2,,196,GDDR5,224,12,
